user_id,expenses (INR),vibe,reviews,instagram_photos,previous_destinations,favorite_activities
nicolejames,2321.62,Budget,"My visit to Varanasi was truly budget-friendly. The trails were affordable The clubs were economical Overall, it was a value-for-money experience.",https://instagram.com/cantrelljulian/post/3632_premium,['Varanasi'],"['Hiking', 'Nightlife', 'Luxury', 'Exploring']"
bnguyen,3428.93,Cultural,My visit to Varanasi was truly authentic. The evening entertainment was authentic Taking photos here was a authentic experience I left feeling completely fascinating.,https://instagram.com/jeffreyschmidt/post/5444_mountain,"['Mysore', 'Udaipur', 'Varanasi']","['Nightlife', 'Photography', 'Hiking']"
hpatterson,1744.56,Cultural,I had a traditional time in Puducherry. The restaurants were traditional It was a rich trip I'll never forget.,https://instagram.com/shawn61/post/1701_sun,['Puducherry'],"['Beach', 'Fine Dining', 'Hiking', 'Relaxation']"
harrisonhannah,3410.25,Nightlife,"I had a exciting time in Goa. Camping here was a pulsating experience Overall, it was a vibrant experience.",https://instagram.com/jillian07/post/4031_mountain,['Goa'],"['Beach', 'Camping', 'Nature', 'Skiing']"
torreskendra,4164.13,Relaxation,Mumbai exceeded my expectations in every tranquil way. The wilderness was soothing Exploring here was a peaceful experience I left feeling completely peaceful.,https://instagram.com/brandon86/post/5912_night,"['Shimla', 'Goa', 'Mumbai']","['Camping', 'Exploring']"
christopher16,1882.67,Cultural,My visit to Puducherry was truly immersive. The snow conditions were immersive It was a authentic trip I'll never forget.,https://instagram.com/jeffrey44/post/1375_sun,['Puducherry'],"['Skiing', 'Nature', 'Beach']"
penaerin,2926.9,Beach,"I had a picturesque time in Goa. The restaurants were serene The clubs were golden Overall, it was a serene experience.",https://instagram.com/lopezjustin/post/6016_music,['Goa'],"['Fine Dining', 'Nightlife']"
carpentermonica,2045.46,Solo Travel,The introspective atmosphere of Munnar was unforgettable. The evening entertainment was introspective Shopping here was a liberating experience I left feeling completely empowering.,https://instagram.com/creeves/post/8652_music,"['Auli', 'Munnar']","['Nightlife', 'Shopping', 'Swimming']"
randerson,2483.76,Budget,The economical atmosphere of Agra was unforgettable. The landscapes were budget-friendly The waters were budget-friendly It was a value-for-money trip I'll never forget.,https://instagram.com/tlawrence/post/8492_landscape,"['Varanasi', 'Agra']","['Photography', 'Swimming']"
andrea68,3307.07,Luxury,Jaipur exceeded my expectations in every refined way. The boat rides were refined The wilderness was exclusive I left feeling completely lavish.,https://instagram.com/haleyross/post/8573_tent,"['Mysore', 'Jaipur']","['Backwaters', 'Camping', 'Cultural', 'Nature']"
jacobslaura,3442.13,Cultural,My visit to Puducherry was truly rich. It was a immersive trip I'll never forget.,https://instagram.com/seansmith/post/1697_scenery,"['Udaipur', 'Puducherry']","['Nature', 'Beach', 'Relaxation', 'Luxury']"
dylanrodriguez,3951.19,Solo Travel,"I had a empowering time in Mumbai. Dining here was a independent experience Overall, it was a introspective experience.",https://instagram.com/kevindonovan/post/6206_thrill,"['Rishikesh', 'Mumbai']","['Beach', 'Fine Dining', 'Adventure', 'Skiing']"
williamwright,3108.69,Cultural,My visit to Jaipur was truly traditional. The boutiques were authentic The backwaters were immersive It was a authentic trip I'll never forget.,https://instagram.com/kschmidt/post/7858_boutique,['Jaipur'],"['Shopping', 'Backwaters']"
marywebb,2838.73,Relaxation,Shimla exceeded my expectations in every calming way. Exploring here was a calming experience The cultural experience was tranquil It was a tranquil trip I'll never forget.,https://instagram.com/gfarmer/post/5626_adventure,"['Varanasi', 'Shimla']","['Exploring', 'Cultural', 'Adventure']"
bryangilmore,2436.32,Relaxation,I had a peaceful time in Goa. Dining here was a tranquil experience The cultural experience was calming I left feeling completely soothing.,https://instagram.com/hhudson/post/6590_festival,['Goa'],"['Fine Dining', 'Cultural', 'Shopping', 'Beach']"
csmith,5156.72,Solo Travel,Udaipur exceeded my expectations in every empowering way. The restaurants were independent Shopping here was a liberating experience I left feeling completely independent.,https://instagram.com/ruth56/post/6887_boutique,['Udaipur'],"['Fine Dining', 'Shopping']"
udecker,1951.3,Relaxation,My visit to Shimla was truly soothing. The sights were peaceful The wilderness was soothing It was a soothing trip I'll never forget.,https://instagram.com/clarence53/post/6167_fauna,['Shimla'],"['Exploring', 'Camping', 'Nature']"
diamondcarroll,1720.04,Adventure,"I can't wait to return to action-packed Rishikesh. Shopping here was a exhilarating experience The cultural experience was unforgettable Overall, it was a unforgettable experience.",https://instagram.com/shawntran/post/2183_mall,['Rishikesh'],"['Shopping', 'Cultural', 'Camping', 'Relaxation']"
adrienne84,2152.02,Nature,I can't wait to return to majestic Manali. The snow conditions were untouched The restaurants were lush I left feeling completely breathtaking.,https://instagram.com/josephfitzgerald/post/1951_restaurant,"['Auli', 'Manali']","['Skiing', 'Fine Dining']"
joshua85,4119.77,Nightlife,Delhi exceeded my expectations in every energetic way. The campsites were lively The snow conditions were lively I left feeling completely exciting.,https://instagram.com/johnsonjames/post/1192_forest,"['Mumbai', 'Delhi', 'Agra']","['Camping', 'Skiing', 'Adventure']"
crystalserrano,2453.65,Budget,My visit to Darjeeling was truly cost-effective. The wilderness was affordable It was a budget-friendly trip I'll never forget.,https://instagram.com/kirk02/post/5117_fauna,['Darjeeling'],"['Camping', 'Nature']"
emilyrichards,2713.36,Nature,My visit to Shimla was truly lush. The scenery was awe-inspiring It was a awe-inspiring trip I'll never forget.,https://instagram.com/cduke/post/7780_sunset,"['Leh-Ladakh', 'Darjeeling', 'Shimla']","['Photography', 'Luxury']"
xcooper,3664.4,Cultural,I had a authentic time in Jaipur. The nightlife was traditional I left feeling completely traditional.,https://instagram.com/kristine21/post/8212_store,"['Delhi', 'Jaipur', 'Puducherry']","['Nightlife', 'Beach', 'Shopping', 'Adventure']"
jillneal,2303.89,Nature,My visit to Rishikesh was truly awe-inspiring. Shopping here was a lush experience I left feeling completely majestic.,https://instagram.com/burnscarol/post/5097_expedition,"['Auli', 'Rishikesh', 'Leh-Ladakh']","['Adventure', 'Shopping']"
steven88,2029.41,Nature,My visit to Andaman and Nicobar Islands was truly lush. Exploring here was a lush experience It was a breathtaking trip I'll never forget.,https://instagram.com/williamcooley/post/7549_flora,"['Spiti Valley', 'Munnar', 'Andaman and Nicobar Islands']","['Exploring', 'Nature', 'Swimming', 'Hiking']"
pbrown,3987.43,Adventure,"Andaman and Nicobar Islands exceeded my expectations in every unforgettable way. The attractions were exhilarating Overall, it was a thrilling experience.",https://instagram.com/zolson/post/5263_festival,['Andaman and Nicobar Islands'],"['Beach', 'Exploring', 'Cultural']"
fowlersuzanne,2701.15,Budget,I had a value-for-money time in Agra. The lagoons were budget-friendly The sights were cost-effective It was a budget-friendly trip I'll never forget.,https://instagram.com/dgutierrez/post/5574_adventure,['Agra'],"['Backwaters', 'Exploring', 'Beach']"
dawsonkyle,4990.1,Nightlife,The pulsating atmosphere of Delhi was unforgettable. The mountain views were lively The boat rides were vibrant It was a vibrant trip I'll never forget.,https://instagram.com/bclark/post/5424_gourmet,"['Delhi', 'Mumbai']","['Hiking', 'Backwaters', 'Nightlife', 'Fine Dining']"
barbaralopez,4213.9,Nightlife,Delhi exceeded my expectations in every pulsating way. The culture was pulsating I left feeling completely exciting.,https://instagram.com/amy84/post/5653_museum,['Delhi'],"['Cultural', 'Relaxation']"
hunter12,3918.72,Nature,"I had a untouched time in Andaman and Nicobar Islands. Exploring here was a untouched experience The cuisine was untouched Overall, it was a majestic experience.",https://instagram.com/christinasmith/post/6578_gourmet,['Andaman and Nicobar Islands'],"['Exploring', 'Fine Dining', 'Luxury', 'Swimming']"
malvarado,3284.74,Nightlife,I had a exciting time in Goa. The lagoons were lively The trails were exciting I left feeling completely pulsating.,https://instagram.com/rblair/post/5577_lagoon,['Goa'],"['Backwaters', 'Hiking', 'Beach', 'Relaxation']"
fordjonathon,2845.87,Beach,"The picturesque atmosphere of Auli was unforgettable. Camping here was a serene experience Overall, it was a idyllic experience.",https://instagram.com/browningfrank/post/5937_tent,"['Auli', 'Varanasi', 'Manali']","['Camping', 'Adventure']"
joann41,2604.36,Beach,The golden atmosphere of Agra was unforgettable. The boutiques were golden The lagoons were golden It was a golden trip I'll never forget.,https://instagram.com/martineznicole/post/9074_store,['Agra'],"['Shopping', 'Backwaters', 'Skiing', 'Photography']"
efitzgerald,3059.06,Solo Travel,The independent atmosphere of Delhi was unforgettable. I left feeling completely liberating.,https://instagram.com/ericparrish/post/7889_gourmet,"['Rishikesh', 'Varanasi', 'Delhi']","['Relaxation', 'Beach', 'Fine Dining']"
bryannancy,1787.2,Budget,I can't wait to return to budget-friendly Puducherry. Dining here was a value-for-money experience It was a budget-friendly trip I'll never forget.,https://instagram.com/gutierrezjennifer/post/7401_sea,['Puducherry'],"['Beach', 'Fine Dining', 'Backwaters', 'Swimming']"
markbrewer,3089.76,Solo Travel,The independent atmosphere of Delhi was unforgettable. Shopping here was a introspective experience I left feeling completely empowering.,https://instagram.com/kenneth67/post/7031_expedition,"['Rishikesh', 'Delhi', 'Jaipur']","['Shopping', 'Nature', 'Adventure']"
belinda40,2337.01,Solo Travel,"My visit to Spiti Valley was truly eye-opening. Overall, it was a independent experience.",https://instagram.com/melissagriffin/post/6253_wellness,"['Shimla', 'Spiti Valley']","['Beach', 'Adventure', 'Relaxation']"
cisnerostyler,1805.29,Adventure,Auli exceeded my expectations in every unforgettable way. The traditions were thrilling It was a thrilling trip I'll never forget.,https://instagram.com/don03/post/3245_museum,"['Spiti Valley', 'Auli']","['Adventure', 'Cultural']"
emily65,4609.72,Luxury,I had a exclusive time in Jaipur. The markets were lavish The waters were exclusive It was a indulgent trip I'll never forget.,https://instagram.com/kelsey88/post/4247_water,"['Mumbai', 'Jaipur']","['Shopping', 'Swimming']"
kellydavis,2069.8,Beach,"I had a idyllic time in Puducherry. The culture was pristine Overall, it was a pristine experience.",https://instagram.com/taustin/post/6899_expedition,['Puducherry'],"['Cultural', 'Adventure', 'Backwaters', 'Fine Dining']"
cbrown,2334.05,Nature,I can't wait to return to awe-inspiring Kerala. The evening entertainment was majestic The lagoons were majestic It was a breathtaking trip I'll never forget.,https://instagram.com/maddoxcurtis/post/4962_club,['Kerala'],"['Nightlife', 'Backwaters', 'Exploring']"
walshsara,1780.75,Adventure,I had a challenging time in Rishikesh. Hiking here was a unforgettable experience The scenery was unforgettable I left feeling completely challenging.,https://instagram.com/juliehicks/post/2669_hill,['Rishikesh'],"['Hiking', 'Photography']"
varnold,2273.78,Beach,"I had a serene time in Varanasi. The trails were serene The slopes were pristine Overall, it was a idyllic experience.",https://instagram.com/kvega/post/3638_mountain,['Varanasi'],"['Hiking', 'Skiing']"
gjohnson,5642.52,Luxury,"I had a exclusive time in Mumbai. The cuisine was lavish The landscapes were lavish Overall, it was a exclusive experience.",https://instagram.com/paulcrawford/post/3602_gourmet,['Mumbai'],"['Fine Dining', 'Photography', 'Nature']"
larsonaaron,2881.12,Budget,Goa exceeded my expectations in every value-for-money way. The backwaters were budget-friendly I left feeling completely cost-effective.,https://instagram.com/hdiaz/post/1191_houseboat,"['Goa', 'Spiti Valley']","['Luxury', 'Backwaters', 'Hiking', 'Beach']"
john10,4358.72,Luxury,My visit to Mysore was truly indulgent. Shopping here was a refined experience Taking photos here was a opulent experience I left feeling completely opulent.,https://instagram.com/pauldominguez/post/9942_mall,"['Mumbai', 'Mysore']","['Shopping', 'Photography']"
jeffreyhawkins,1889.52,Cultural,My visit to Puducherry was truly authentic. The nightlife was traditional It was a traditional trip I'll never forget.,https://instagram.com/elijahmaxwell/post/1757_yoga,['Puducherry'],"['Nightlife', 'Relaxation', 'Backwaters']"
nkane,1987.31,Beach,"I can't wait to return to serene Puducherry. The mountain views were picturesque The campsites were golden Overall, it was a picturesque experience.",https://instagram.com/othompson/post/7225_wellness,['Puducherry'],"['Hiking', 'Camping', 'Relaxation', 'Skiing']"
moodymegan,2129.83,Adventure,I can't wait to return to challenging Spiti Valley. The attractions were challenging The mountain views were unforgettable I left feeling completely challenging.,https://instagram.com/zhowell/post/6758_elegant,['Spiti Valley'],"['Exploring', 'Hiking', 'Luxury']"
lthompson,1963.96,Beach,The golden atmosphere of Puducherry was unforgettable. The trails were golden I left feeling completely serene.,https://instagram.com/jennifercross/post/4559_forest,['Puducherry'],"['Hiking', 'Relaxation']"
robertreed,4037.65,Luxury,Mumbai exceeded my expectations in every lavish way. The backwaters were lavish The mountain views were opulent I left feeling completely refined.,https://instagram.com/chloebenson/post/9873_houseboat,"['Rishikesh', 'Mumbai']","['Backwaters', 'Hiking']"
sullivanluke,1724.87,Relaxation,The tranquil atmosphere of Munnar was unforgettable. It was a soothing trip I'll never forget.,https://instagram.com/haledeanna/post/6916_elegant,"['Munnar', 'Shimla', 'Darjeeling']","['Luxury', 'Relaxation', 'Photography']"
richardsimpson,2414.63,Adventure,"Andaman and Nicobar Islands exceeded my expectations in every challenging way. Camping here was a exhilarating experience Overall, it was a thrilling experience.",https://instagram.com/urivera/post/9377_coast,"['Rishikesh', 'Andaman and Nicobar Islands']","['Camping', 'Beach']"
frank82,2124.73,Nature,The awe-inspiring atmosphere of Auli was unforgettable. The boutiques were awe-inspiring I left feeling completely untouched.,https://instagram.com/ramosmegan/post/6536_slope,"['Auli', 'Andaman and Nicobar Islands', 'Manali']","['Shopping', 'Beach', 'Luxury', 'Skiing']"
joshuaosborn,2590.88,Adventure,I can't wait to return to unforgettable Leh-Ladakh. The backwaters were exhilarating Taking photos here was a action-packed experience It was a unforgettable trip I'll never forget.,https://instagram.com/jacobrobertson/post/7392_campfire,['Leh-Ladakh'],"['Backwaters', 'Photography', 'Camping']"
jefferyhall,2669.39,Budget,"I can't wait to return to economical Leh-Ladakh. Camping here was a cost-effective experience Overall, it was a affordable experience.",https://instagram.com/johnsonamber/post/9535_tent,"['Leh-Ladakh', 'Auli']","['Beach', 'Camping']"
cgomez,2099.63,Beach,I had a idyllic time in Puducherry. It was a golden trip I'll never forget.,https://instagram.com/aford/post/5081_extreme,['Puducherry'],"['Adventure', 'Relaxation', 'Exploring']"
rogerskevin,2451.88,Nature,"Agra exceeded my expectations in every awe-inspiring way. Shopping here was a awe-inspiring experience The restaurants were breathtaking Overall, it was a awe-inspiring experience.",https://instagram.com/salazarchristopher/post/4388_chef,['Agra'],"['Shopping', 'Fine Dining']"
krichardson,3540.36,Nightlife,"The pulsating atmosphere of Goa was unforgettable. The slopes were pulsating Overall, it was a vibrant experience.",https://instagram.com/qlowe/post/4237_tranquil,['Goa'],"['Skiing', 'Beach', 'Photography', 'Backwaters']"
dclay,3266.14,Luxury,"I can't wait to return to refined Jaipur. Overall, it was a lavish experience.",https://instagram.com/robinsondiana/post/7374_night,"['Goa', 'Darjeeling', 'Jaipur']","['Relaxation', 'Nature', 'Camping']"
joseph24,1654.66,Nature,My visit to Spiti Valley was truly awe-inspiring. Exploring here was a majestic experience The markets were majestic It was a lush trip I'll never forget.,https://instagram.com/william79/post/4771_beach,"['Darjeeling', 'Spiti Valley']","['Exploring', 'Shopping', 'Photography', 'Swimming']"
thompsonkatherine,3256.98,Relaxation,I can't wait to return to tranquil Goa. The backwaters were rejuvenating The clubs were peaceful I left feeling completely peaceful.,https://instagram.com/andrew32/post/4146_camera,['Goa'],"['Backwaters', 'Nightlife', 'Photography']"
guzmanpatrick,3448.61,Budget,"I can't wait to return to economical Mysore. The backwaters were cost-effective The evening entertainment was cost-effective Overall, it was a cost-effective experience.",https://instagram.com/jessicaprice/post/8310_lagoon,['Mysore'],"['Backwaters', 'Nightlife', 'Luxury']"
ahall,2768.4,Solo Travel,"Shimla exceeded my expectations in every empowering way. The markets were empowering Dining here was a introspective experience Overall, it was a empowering experience.",https://instagram.com/james01/post/3908_boutique,"['Shimla', 'Varanasi', 'Mysore']","['Shopping', 'Fine Dining', 'Exploring']"
georgecross,2456.26,Adventure,I can't wait to return to exhilarating Leh-Ladakh. Camping here was a action-packed experience The attractions were challenging I left feeling completely exhilarating.,https://instagram.com/lclark/post/1996_gourmet,['Leh-Ladakh'],"['Camping', 'Exploring', 'Adventure', 'Fine Dining']"
wmorgan,3923.88,Budget,"Mumbai exceeded my expectations in every value-for-money way. The nightlife was affordable Overall, it was a affordable experience.",https://instagram.com/paulsanford/post/1387_music,"['Spiti Valley', 'Mumbai', 'Goa']","['Nightlife', 'Adventure']"
ltorres,3400.58,Solo Travel,I can't wait to return to introspective Jaipur. It was a empowering trip I'll never forget.,https://instagram.com/katrinasnyder/post/1166_wildlife,['Jaipur'],"['Relaxation', 'Nature', 'Beach', 'Adventure']"
medinatammy,3546.32,Luxury,Udaipur exceeded my expectations in every indulgent way. The landscapes were opulent It was a lavish trip I'll never forget.,https://instagram.com/matthewreyes/post/5952_landscape,"['Mysore', 'Udaipur']","['Beach', 'Photography', 'Nature']"
ekeller,2460.97,Luxury,Munnar exceeded my expectations in every opulent way. Skiing here was a opulent experience It was a exclusive trip I'll never forget.,https://instagram.com/nicholsjimmy/post/2084_snow,"['Munnar', 'Mysore']","['Skiing', 'Beach']"
ingramphillip,5070.33,Solo Travel,"The introspective atmosphere of Delhi was unforgettable. The cuisine was independent The mountain views were introspective Overall, it was a liberating experience.",https://instagram.com/xmccall/post/5759_hill,['Delhi'],"['Fine Dining', 'Hiking', 'Nature']"
ashleykim,4813.12,Nightlife,The exciting atmosphere of Delhi was unforgettable. The waters were exciting It was a vibrant trip I'll never forget.,https://instagram.com/schmidtchristopher/post/7862_city,"['Delhi', 'Mumbai']","['Nature', 'Swimming', 'Exploring', 'Fine Dining']"
jon48,3000.25,Beach,My visit to Auli was truly idyllic. Hiking here was a golden experience I left feeling completely golden.,https://instagram.com/peterrussell/post/6809_hill,"['Auli', 'Andaman and Nicobar Islands', 'Spiti Valley']","['Hiking', 'Adventure', 'Camping']"
ferrellneil,1939.87,Solo Travel,I can't wait to return to introspective Puducherry. I left feeling completely empowering.,https://instagram.com/jonescrystal/post/7383_thrill,['Puducherry'],"['Relaxation', 'Beach', 'Adventure']"
bonniereeves,2515.61,Budget,"I had a budget-friendly time in Varanasi. The culture was value-for-money Hiking here was a economical experience Overall, it was a budget-friendly experience.",https://instagram.com/kfernandez/post/8148_expedition,['Varanasi'],"['Cultural', 'Hiking', 'Photography', 'Adventure']"
williamsjaclyn,3587.08,Relaxation,I can't wait to return to soothing Goa. The nightlife was peaceful Camping here was a rejuvenating experience I left feeling completely calming.,https://instagram.com/dave80/post/8729_party,['Goa'],"['Nightlife', 'Camping', 'Exploring', 'Skiing']"
clarkjustin,2604.36,Adventure,The action-packed atmosphere of Leh-Ladakh was unforgettable. The scenery was unforgettable It was a unforgettable trip I'll never forget.,https://instagram.com/kathryn40/post/5937_landscape,['Leh-Ladakh'],"['Photography', 'Adventure', 'Relaxation', 'Cultural']"
pcunningham,1953.87,Adventure,My visit to Spiti Valley was truly action-packed. The clubs were action-packed The mountain views were exhilarating I left feeling completely challenging.,https://instagram.com/chambersmonica/post/9929_club,"['Spiti Valley', 'Rishikesh']","['Nightlife', 'Hiking', 'Photography']"
martinashley,2112.49,Adventure,The unforgettable atmosphere of Auli was unforgettable. I left feeling completely unforgettable.,https://instagram.com/tannerdavis/post/6767_coast,"['Spiti Valley', 'Auli', 'Rishikesh']","['Beach', 'Adventure']"
parkduane,5146.82,Cultural,"My visit to Udaipur was truly authentic. Overall, it was a traditional experience.",https://instagram.com/lindanguyen/post/1920_resort,['Udaipur'],"['Luxury', 'Adventure']"
herreranicole,4757.61,Luxury,The refined atmosphere of Udaipur was unforgettable. It was a indulgent trip I'll never forget.,https://instagram.com/christian94/post/9979_yoga,['Udaipur'],"['Luxury', 'Relaxation', 'Nightlife', 'Adventure']"
vaughankaren,2784.28,Cultural,Agra exceeded my expectations in every rich way. The campsites were rich It was a fascinating trip I'll never forget.,https://instagram.com/christopherhernandez/post/5032_retreat,"['Agra', 'Jaipur', 'Varanasi']","['Camping', 'Relaxation', 'Cultural', 'Adventure']"
rbrown,2536.08,Nature,Shimla exceeded my expectations in every lush way. Camping here was a breathtaking experience I left feeling completely untouched.,https://instagram.com/doylemakayla/post/5643_wellness,"['Kerala', 'Shimla', 'Auli']","['Relaxation', 'Camping', 'Nature', 'Fine Dining']"
wilkinsonmarissa,1699.17,Beach,"My visit to Spiti Valley was truly pristine. Exploring here was a picturesque experience The lagoons were idyllic Overall, it was a idyllic experience.",https://instagram.com/campbellstephen/post/6991_boat,['Spiti Valley'],"['Exploring', 'Backwaters']"
matthew81,3543.03,Budget,"I can't wait to return to economical Manali. Overall, it was a budget-friendly experience.",https://instagram.com/jacksonmegan/post/1333_fauna,"['Manali', 'Spiti Valley', 'Delhi']","['Nature', 'Adventure']"
nturner,4934.53,Nightlife,I had a vibrant time in Goa. The nightlife was exciting I left feeling completely energetic.,https://instagram.com/robertsonjonathan/post/9972_resort,"['Goa', 'Mumbai']","['Beach', 'Nightlife', 'Luxury', 'Camping']"
mwilson,2269.87,Cultural,The traditional atmosphere of Puducherry was unforgettable. The evening entertainment was immersive It was a traditional trip I'll never forget.,https://instagram.com/stephen09/post/6499_wellness,['Puducherry'],"['Nightlife', 'Relaxation']"
ashleyglenn,2948.75,Adventure,The action-packed atmosphere of Andaman and Nicobar Islands was unforgettable. Swimming here was a exhilarating experience It was a challenging trip I'll never forget.,https://instagram.com/steve16/post/3535_restaurant,"['Auli', 'Manali', 'Andaman and Nicobar Islands']","['Swimming', 'Nature', 'Fine Dining']"
mariagordon,2220.31,Adventure,The exhilarating atmosphere of Rishikesh was unforgettable. The restaurants were action-packed It was a unforgettable trip I'll never forget.,https://instagram.com/ruthball/post/8068_elegant,"['Varanasi', 'Rishikesh', 'Munnar']","['Luxury', 'Fine Dining']"
kyleoneill,2089.77,Budget,I can't wait to return to value-for-money Leh-Ladakh. Shopping here was a value-for-money experience It was a budget-friendly trip I'll never forget.,https://instagram.com/ritasmith/post/2513_wellness,"['Shimla', 'Puducherry', 'Leh-Ladakh']","['Relaxation', 'Shopping', 'Hiking', 'Luxury']"
krauseemily,2626.62,Nature,The lush atmosphere of Auli was unforgettable. The snow conditions were lush Swimming here was a majestic experience It was a lush trip I'll never forget.,https://instagram.com/vbrock/post/4896_mountain,"['Auli', 'Manali', 'Andaman and Nicobar Islands']","['Skiing', 'Swimming']"
csantiago,3255.21,Budget,Jaipur exceeded my expectations in every affordable way. Shopping here was a value-for-money experience I left feeling completely economical.,https://instagram.com/bobby93/post/1148_elegant,"['Darjeeling', 'Spiti Valley', 'Jaipur']","['Luxury', 'Shopping', 'Relaxation']"
stevenwilson,3217.59,Nature,"The majestic atmosphere of Leh-Ladakh was unforgettable. The clubs were majestic Overall, it was a untouched experience.",https://instagram.com/wesleyhill/post/7112_coast,"['Darjeeling', 'Andaman and Nicobar Islands', 'Leh-Ladakh']","['Beach', 'Nightlife', 'Photography']"
nsnyder,2281.28,Budget,I can't wait to return to cost-effective Varanasi. Shopping here was a cost-effective experience I left feeling completely cost-effective.,https://instagram.com/david09/post/1518_festival,['Varanasi'],"['Shopping', 'Nature', 'Cultural']"
valerie87,3566.76,Adventure,My visit to Andaman and Nicobar Islands was truly exhilarating. The attractions were exhilarating I left feeling completely challenging.,https://instagram.com/matthewwalker/post/9906_coast,['Andaman and Nicobar Islands'],"['Exploring', 'Beach', 'Fine Dining', 'Skiing']"
dmarks,3727.19,Luxury,My visit to Mysore was truly indulgent. Taking photos here was a lavish experience Swimming here was a lavish experience I left feeling completely indulgent.,https://instagram.com/reynoldskenneth/post/5270_houseboat,"['Udaipur', 'Mysore']","['Photography', 'Swimming', 'Backwaters', 'Hiking']"
adavis,4532.95,Nightlife,"The exciting atmosphere of Mumbai was unforgettable. The cuisine was vibrant Skiing here was a pulsating experience Overall, it was a lively experience.",https://instagram.com/caseyalison/post/1695_restaurant,"['Delhi', 'Mumbai']","['Fine Dining', 'Skiing', 'Cultural', 'Relaxation']"
donna87,2625.56,Budget,"The cost-effective atmosphere of Agra was unforgettable. The landscapes were cost-effective The attractions were value-for-money Overall, it was a cost-effective experience.",https://instagram.com/julian49/post/5475_sunset,"['Agra', 'Varanasi']","['Photography', 'Exploring', 'Hiking', 'Skiing']"
donald11,2834.08,Solo Travel,My visit to Andaman and Nicobar Islands was truly empowering. The clubs were introspective The scenery was liberating I left feeling completely introspective.,https://instagram.com/palmerdaniel/post/3163_sunset,['Andaman and Nicobar Islands'],"['Nightlife', 'Photography']"
xobrien,4473.6,Nightlife,"Delhi exceeded my expectations in every exciting way. The trails were exciting Overall, it was a exciting experience.",https://instagram.com/xshaw/post/2040_mountain,"['Delhi', 'Mumbai', 'Goa']","['Beach', 'Hiking', 'Swimming', 'Shopping']"
dixonchristopher,1654.34,Budget,I had a affordable time in Munnar. The evening entertainment was affordable I left feeling completely economical.,https://instagram.com/daniel62/post/6318_sea,"['Munnar', 'Kerala', 'Puducherry']","['Nightlife', 'Beach']"
anthonywells,2239.83,Relaxation,Kerala exceeded my expectations in every calming way. The snow conditions were tranquil The boat rides were calming It was a peaceful trip I'll never forget.,https://instagram.com/chasegibson/post/3171_mountain,['Kerala'],"['Skiing', 'Backwaters', 'Cultural']"
fhill,3633.58,Luxury,I had a lavish time in Udaipur. The landscapes were indulgent I left feeling completely lavish.,https://instagram.com/kayla08/post/7548_sand,"['Jaipur', 'Udaipur', 'Mysore']","['Beach', 'Photography', 'Backwaters']"
amberfitzgerald,3770.42,Adventure,The thrilling atmosphere of Andaman and Nicobar Islands was unforgettable. The beaches were unforgettable It was a unforgettable trip I'll never forget.,https://instagram.com/flemingcarlos/post/6647_waves,['Andaman and Nicobar Islands'],"['Swimming', 'Beach', 'Luxury']"
coleariel,2570.89,Budget,I had a budget-friendly time in Varanasi. The attractions were affordable It was a budget-friendly trip I'll never forget.,https://instagram.com/kevin50/post/7107_beach,"['Varanasi', 'Agra']","['Exploring', 'Luxury', 'Nature', 'Swimming']"
hcollins,5647.53,Nightlife,The vibrant atmosphere of Mumbai was unforgettable. The clubs were lively The backwaters were energetic I left feeling completely vibrant.,https://instagram.com/jennifer21/post/9732_lagoon,['Mumbai'],"['Nightlife', 'Backwaters']"
bradleywright,1951.13,Adventure,Spiti Valley exceeded my expectations in every unforgettable way. Hiking here was a unforgettable experience The snow conditions were unforgettable It was a unforgettable trip I'll never forget.,https://instagram.com/mary51/post/3995_ski,"['Spiti Valley', 'Manali', 'Auli']","['Hiking', 'Skiing']"
ynguyen,4482.7,Solo Travel,I had a eye-opening time in Andaman and Nicobar Islands. Exploring here was a liberating experience I left feeling completely independent.,https://instagram.com/xfitzpatrick/post/1461_retreat,"['Delhi', 'Andaman and Nicobar Islands']","['Exploring', 'Relaxation']"
aadams,3783.84,Beach,My visit to Andaman and Nicobar Islands was truly serene. Swimming here was a pristine experience It was a serene trip I'll never forget.,https://instagram.com/wayne96/post/9838_museum,['Andaman and Nicobar Islands'],"['Swimming', 'Relaxation', 'Cultural']"
elizabeth53,4623.5,Luxury,I can't wait to return to refined Udaipur. It was a opulent trip I'll never forget.,https://instagram.com/eparrish/post/8923_resort,['Udaipur'],"['Adventure', 'Luxury', 'Hiking', 'Skiing']"
anthony95,1632.44,Nature,Manali exceeded my expectations in every lush way. Skiing here was a awe-inspiring experience It was a lush trip I'll never forget.,https://instagram.com/christophergeorge/post/6934_snow,['Manali'],"['Luxury', 'Skiing']"
ewalker,2819.3,Luxury,"Mysore exceeded my expectations in every opulent way. The traditions were indulgent Overall, it was a refined experience.",https://instagram.com/jackharris/post/1445_tradition,['Mysore'],"['Beach', 'Cultural', 'Camping', 'Relaxation']"
oaustin,3713.03,Cultural,"I had a immersive time in Jaipur. The attractions were fascinating Taking photos here was a fascinating experience Overall, it was a traditional experience.",https://instagram.com/charles86/post/8402_street,['Jaipur'],"['Exploring', 'Photography', 'Backwaters']"
